id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1249428438894682117,1249428438894682117,2020-04-12 15:05:27 CDT,2020-04-12,15:05:27,-0500,18936233,twokinds,TwoKinds,,"[Comic][1102] ""Dragons and Stone"" A promised, a new page. Sorry for the delay, more out soon!  https://t.co/gKJUfdMUSD  https://t.co/nsvRfJxYSo",en,[],['http://twokinds.keenspot.com/comic/1102/'],['https://pbs.twimg.com/media/EVbcOcgXYAciKSD.jpg'],54,135,1210,[],[],https://twitter.com/TwoKinds/status/1249428438894682117,False,,1,https://pbs.twimg.com/media/EVbcOcgXYAciKSD.jpg,,,,,,,[],,,,
1244040356628434945,1244040356628434945,2020-03-28 17:15:08 CST,2020-03-28,17:15:08,-0500,18936233,twokinds,TwoKinds,,"[Comic][1101] ""Stone Lick""  https://t.co/0imEE8YX7U  https://t.co/zv1xPwDZQ4",en,[],['http://twokinds.keenspot.com/comic/1101/'],['https://pbs.twimg.com/media/EUO37aiWkAImb1i.jpg'],60,137,1220,[],[],https://twitter.com/TwoKinds/status/1244040356628434945,False,,1,https://pbs.twimg.com/media/EUO37aiWkAImb1i.jpg,,,,,,,[],,,,
1241578211772948482,1241578211772948482,2020-03-21 22:11:27 CST,2020-03-21,22:11:27,-0500,18936233,twokinds,TwoKinds,,"[Comic][1100] ""Back to the Forbidden Corridor""  https://t.co/G2h75RBWKP  https://t.co/kjc6d5t15E",en,[],['http://twokinds.keenspot.com/comic/1100/'],['https://pbs.twimg.com/media/ETr4x32XsAESDE0.jpg'],38,99,943,[],[],https://twitter.com/TwoKinds/status/1241578211772948482,False,,1,https://pbs.twimg.com/media/ETr4x32XsAESDE0.jpg,,,,,,,[],,,,
1239038614161567744,1239038614161567744,2020-03-14 22:00:00 CST,2020-03-14,22:00:00,-0500,18936233,twokinds,TwoKinds,,"[Comic][1099] ""Chapter 21 Sacrifices of the Past""  https://t.co/ETgQxCmI55  https://t.co/dDPiKZd8vj",en,[],['http://twokinds.keenspot.com/comic/1099/'],['https://pbs.twimg.com/media/ETHwuWdWAAAAU1w.jpg'],58,115,1004,[],[],https://twitter.com/TwoKinds/status/1239038614161567744,False,,1,https://pbs.twimg.com/media/ETHwuWdWAAAAU1w.jpg,,,,,,,[],,,,
1236435487247798272,1236435487247798272,2020-03-07 17:36:06 CST,2020-03-07,17:36:06,-0500,18936233,twokinds,TwoKinds,,"[Comic][1098] ""Chapter 20 Epilogue""  https://t.co/Ido1LiQqLI  https://t.co/KYv75vaigv",en,[],['http://twokinds.keenspot.com/comic/1098/'],['https://pbs.twimg.com/media/ESizc3LWkAMnmlj.jpg'],58,79,870,[],[],https://twitter.com/TwoKinds/status/1236435487247798272,False,,1,https://pbs.twimg.com/media/ESizc3LWkAMnmlj.jpg,,,,,,,[],,,,
1233851946676740096,1233851946676740096,2020-02-29 14:30:02 CST,2020-02-29,14:30:02,-0500,18936233,twokinds,TwoKinds,,"[Comic][1097] ""Chapter 20 End"" Blood Moon  https://t.co/bVR9pXxAWY  https://t.co/z5Ho9KCeWn",en,[],['http://twokinds.keenspot.com/comic/1097/'],['https://pbs.twimg.com/media/ER-EzLHXsAYZU54.jpg'],83,111,911,[],[],https://twitter.com/TwoKinds/status/1233851946676740096,False,,1,https://pbs.twimg.com/media/ER-EzLHXsAYZU54.jpg,,,,,,,[],,,,
1231436145055207424,1231363208901951490,2020-02-22 22:30:30 CST,2020-02-22,22:30:30,-0500,18936233,twokinds,TwoKinds,,@Starfire2132 I'm glad you noticed! :) I try to include details but obviously on the comic page it ends up very tiny lol  https://t.co/E4Cr1AGsvC,en,[],[],['https://pbs.twimg.com/media/ERbwQYbX0AA4t-4.jpg'],5,3,150,[],[],https://twitter.com/TwoKinds/status/1231436145055207424,False,,1,https://pbs.twimg.com/media/ERbwQYbX0AA4t-4.jpg,,,,,,,[{'screen_name': 'Starfire2132', 'name': 'Starfire213', 'id': '1082114062123761666'}],,,,
1231363208901951490,1231363208901951490,2020-02-22 17:40:41 CST,2020-02-22,17:40:41,-0500,18936233,twokinds,TwoKinds,,"[Comic][1096] ""Party's Over""   https://t.co/rKkdWNg09J  https://t.co/yBOzG42FT9",en,[],['http://twokinds.keenspot.com/comic/1096/'],['https://pbs.twimg.com/media/ERauTpQXsAAYdz8.jpg'],37,86,840,[],[],https://twitter.com/TwoKinds/status/1231363208901951490,False,,1,https://pbs.twimg.com/media/ERauTpQXsAAYdz8.jpg,,,,,,,[],,,,
1228812176149876737,1228812176149876737,2020-02-15 16:43:47 CST,2020-02-15,16:43:47,-0500,18936233,twokinds,TwoKinds,,"[Comic][1095] ""Formal Proposal""   https://t.co/qpjqQM0hxP  https://t.co/988zez3cUa",ca,[],['http://twokinds.keenspot.com/comic/1095/'],['https://pbs.twimg.com/media/EQ2eKEMXsAAtbcV.jpg'],68,131,1181,[],[],https://twitter.com/TwoKinds/status/1228812176149876737,False,,1,https://pbs.twimg.com/media/EQ2eKEMXsAAtbcV.jpg,,,,,,,[],,,,
1226192402089730049,1226192402089730049,2020-02-08 11:13:44 CST,2020-02-08,11:13:44,-0500,18936233,twokinds,TwoKinds,,"[Comic][1094] ""Informal Proposal""   https://t.co/a1xPyld07y  https://t.co/LtKSIDYfx9",ca,[],['http://twokinds.keenspot.com/comic/1094/'],['https://pbs.twimg.com/media/EQRPfEzXsAAp-pH.jpg'],66,133,1138,[],[],https://twitter.com/TwoKinds/status/1226192402089730049,False,,1,https://pbs.twimg.com/media/EQRPfEzXsAAp-pH.jpg,,,,,,,[],,,,
1224059290752819200,1224059290752819200,2020-02-02 13:57:31 CST,2020-02-02,13:57:31,-0500,18936233,twokinds,TwoKinds,,"[Comic][1093] ""Calm Before the Storm""   https://t.co/PxXuzBtQaT  https://t.co/PyeY1Qs4Fr",en,[],['http://twokinds.keenspot.com/comic/1093/'],['https://pbs.twimg.com/media/EPy7a28WsAErzOa.jpg'],34,93,841,[],[],https://twitter.com/TwoKinds/status/1224059290752819200,False,,1,https://pbs.twimg.com/media/EPy7a28WsAErzOa.jpg,,,,,,,[],,,,
1221250770055716866,1221250770055716866,2020-01-25 19:57:27 CST,2020-01-25,19:57:27,-0500,18936233,twokinds,TwoKinds,,"[Comic][1092] ""Old Plans Reawakened""  https://t.co/GTtye6sjLo  https://t.co/rGX3mt30sr",en,[],['http://twokinds.keenspot.com/comic/1092/'],['https://pbs.twimg.com/media/EPLBGElWAAYlno7.jpg'],96,79,902,[],[],https://twitter.com/TwoKinds/status/1221250770055716866,False,,1,https://pbs.twimg.com/media/EPLBGElWAAYlno7.jpg,,,,,,,[],,,,
1216107223669190656,1216107223669190656,2020-01-11 15:18:50 CST,2020-01-11,15:18:50,-0500,18936233,twokinds,TwoKinds,,"[Comic][1091] ""Liquid Courage Required""  https://t.co/sfwZrTqc5Y  https://t.co/I8bHFOIMhz",en,[],['http://twokinds.keenspot.com/comic/1091/'],['https://pbs.twimg.com/media/EOB7EZIW4AE9O9-.jpg'],101,148,1540,[],[],https://twitter.com/TwoKinds/status/1216107223669190656,False,,1,https://pbs.twimg.com/media/EOB7EZIW4AE9O9-.jpg,,,,,,,[],,,,
